benchmark_run_id,experiment_id,config_name,activated_class,benchmark_family,scale_factor,scale_label,mongo_db_name,selected_root,primary_collection,embedding_depth,embedding_variant,embedded_entities,snapshot_entities,referenced_entities,query_name,query_group,run_phase,phase_order,repetition,execution_status,error_message,start_ts,end_ts,latency_ms,success,documents_returned,documents_written,bytes_read_estimate,bytes_written_estimate,experiment_goal,query_group_order,execution_db_name,explain_verbosity,param_json,notes,n_components,sum_execution_time_ms,sum_n_returned,sum_total_docs_examined,sum_total_keys_examined,docs_per_returned_total,keys_per_returned_total,has_ixscan_any,has_collscan_any,has_fetch_any,has_sort_any,has_update_any,has_and_sorted_any,has_or_stage_any,has_projection_any,has_lookup_any,has_group_any,used_disk_any,all_stages,all_index_names,component_collections,unique_component_collection_count,sum_collection_count_unique,sum_collection_size_bytes_unique,sum_collection_storage_size_bytes_unique,sum_collection_total_index_size_bytes_unique,sum_collection_total_size_bytes_unique,max_collection_avg_obj_size_bytes,sum_estimated_docs_examined_bytes,sum_estimated_returned_bytes,estimated_examined_bytes_per_returned,max_docs_examined_collection_ratio,max_index_to_data_size_ratio
watchitem_g5_sf0.25__secondary_affected__QG1_WatchItemById__hot__r01,watchitem_g5_sf0.25,watchitem_g5,G5,associative_family,0.25,sf0.25,imdb_mongo_sf0.25_watchitem_g5,WatchItem,watchitems,2,associative_snapshot,['Role'],['Person'],"['Series', 'Episode']",QG1_WatchItemById,secondary_affected,hot,2,1,completed,,2026-05-28 13:14:16.055440+00:00,2026-05-28 13:14:16.061805+00:00,,,,,,,"Testar a configuração watchitem_g5 (G5) na família associative_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"""tt0111161""",,1,0.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,EXPRESS_IXSCAN,watchitem_id_1,watchitems,1,3119040.0,5466288338.0,1177542656.0,334766080.0,1512308736.0,1752.0,1752.0,1752.0,1752.0,3.2061147019595773e-07,0.06124193589877183
watchitem_g5_sf0.25__secondary_affected__QG2_WatchItemByTitle__hot__r01,watchitem_g5_sf0.25,watchitem_g5,G5,associative_family,0.25,sf0.25,imdb_mongo_sf0.25_watchitem_g5,WatchItem,watchitems,2,associative_snapshot,['Role'],['Person'],"['Series', 'Episode']",QG2_WatchItemByTitle,secondary_affected,hot,2,1,completed,,2026-05-28 13:14:16.061975+00:00,2026-05-28 13:14:16.068020+00:00,,,,,,,"Testar a configuração watchitem_g5 (G5) na família associative_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"""The Shawshank Redemption""",,1,0.0,2.0,2.0,2.0,1.0,1.0,True,False,True,False,False,False,False,False,False,False,False,LIMIT|FETCH|IXSCAN,title_1,watchitems,1,3119040.0,5466288338.0,1177542656.0,334766080.0,1512308736.0,1752.0,3504.0,3504.0,1752.0,6.412229403919155e-07,0.06124193589877183
watchitem_g5_sf0.25__secondary_affected__QG3_RecommendationByGenreAndSubtype__hot__r01,watchitem_g5_sf0.25,watchitem_g5,G5,associative_family,0.25,sf0.25,imdb_mongo_sf0.25_watchitem_g5,WatchItem,watchitems,2,associative_snapshot,['Role'],['Person'],"['Series', 'Episode']",QG3_RecommendationByGenreAndSubtype,secondary_affected,hot,2,1,completed,,2026-05-28 13:14:16.068170+00:00,2026-05-28 13:14:16.075198+00:00,,,,,,,"Testar a configuração watchitem_g5 (G5) na família associative_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"{""primary_genre"": ""Drama"", ""title_type"": ""tvEpisode""}",,1,0.0,20.0,21.0,21.0,1.05,1.05,True,False,True,True,False,True,False,False,False,False,False,LIMIT|FETCH|IXSCAN|SORT|AND_SORTED,avg_rating_1|title_type_1|primary_genre_1,watchitems,1,3119040.0,5466288338.0,1177542656.0,334766080.0,1512308736.0,1752.0,36792.0,35040.0,1839.6,6.732840874115113e-06,0.06124193589877183
watchitem_g5_sf0.25__secondary_affected__QG7_UpdateWatchItemMetadata__hot__r01,watchitem_g5_sf0.25,watchitem_g5,G5,associative_family,0.25,sf0.25,imdb_mongo_sf0.25_watchitem_g5,WatchItem,watchitems,2,associative_snapshot,['Role'],['Person'],"['Series', 'Episode']",QG7_UpdateWatchItemMetadata,secondary_affected,hot,2,1,completed,,2026-05-28 13:14:16.075349+00:00,2026-05-28 13:14:16.082586+00:00,,,,,,,"Testar a configuração watchitem_g5 (G5) na família associative_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"""tt0111161""",,1,0.0,0.0,1.0,1.0,,,True,False,True,False,True,False,False,False,False,False,False,UPDATE|FETCH|IXSCAN,watchitem_id_1,watchitems,1,3119040.0,5466288338.0,1177542656.0,334766080.0,1512308736.0,1752.0,1752.0,0.0,,3.2061147019595773e-07,0.06124193589877183
watchitem_g5_sf0.25__secondary_affected__QG9_TopRatedSeriesByGenre__hot__r01,watchitem_g5_sf0.25,watchitem_g5,G5,associative_family,0.25,sf0.25,imdb_mongo_sf0.25_watchitem_g5,WatchItem,watchitems,2,associative_snapshot,['Role'],['Person'],"['Series', 'Episode']",QG9_TopRatedSeriesByGenre,secondary_affected,hot,2,1,completed,,2026-05-28 13:14:16.082730+00:00,2026-05-28 13:14:16.141776+00:00,,,,,,,"Testar a configuração watchitem_g5 (G5) na família associative_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"""Comedy""",,1,50.0,20.0,6311.0,6311.0,315.55,315.55,True,False,True,True,False,True,False,False,False,False,False,LIMIT|FETCH|IXSCAN|SORT|AND_SORTED,avg_rating_1|title_type_1|primary_genre_1,watchitems,1,3119040.0,5466288338.0,1177542656.0,334766080.0,1512308736.0,1752.0,11056872.0,35040.0,552843.6,0.002023378988406689,0.06124193589877183
watchitem_g6_sf0.25__secondary_affected__QG10_AdvancedSearchWatchItems__hot__r01,watchitem_g6_sf0.25,watchitem_g6,G6,associative_family,0.25,sf0.25,imdb_mongo_sf0.25_watchitem_g6,WatchItem,watchitems,2,associative_full,"['Role', 'Person']",[],"['Series', 'Episode']",QG10_AdvancedSearchWatchItems,secondary_affected,hot,2,1,completed,,2026-05-28 13:44:34.074351+00:00,2026-05-28 13:44:34.243612+00:00,,,,,,,"Testar a configuração watchitem_g6 (G6) na família associative_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"{""genre"": ""Drama"", ""keyword"": ""The"", ""rating_min"": 9.3, ""subtype"": ""movie"", ""year_min"": ""1994""}",,1,159.0,17.0,10513.0,10513.0,618.4117647058823,618.4117647058823,True,False,True,True,False,False,False,False,False,False,False,LIMIT|FETCH|IXSCAN|SORT,avg_rating_1|primary_genre_1|title_type_1|title_1|release_year_1,watchitems,1,3119040.0,6892882728.0,1505730560.0,334454784.0,1840185344.0,2209.0,23223217.0,37553.0,1366071.5882352942,0.0033705883861701036,0.04852175747041086
watchitem_g6_sf0.25__secondary_affected__QG1_WatchItemById__hot__r01,watchitem_g6_sf0.25,watchitem_g6,G6,associative_family,0.25,sf0.25,imdb_mongo_sf0.25_watchitem_g6,WatchItem,watchitems,2,associative_full,"['Role', 'Person']",[],"['Series', 'Episode']",QG1_WatchItemById,secondary_affected,hot,2,1,completed,,2026-05-28 13:44:34.243843+00:00,2026-05-28 13:44:34.250979+00:00,,,,,,,"Testar a configuração watchitem_g6 (G6) na família associative_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"""tt0111161""",,1,0.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,EXPRESS_IXSCAN,watchitem_id_1,watchitems,1,3119040.0,6892882728.0,1505730560.0,334454784.0,1840185344.0,2209.0,2209.0,2209.0,2209.0,3.2061147019595773e-07,0.04852175747041086
watchitem_g6_sf0.25__secondary_affected__QG2_WatchItemByTitle__hot__r01,watchitem_g6_sf0.25,watchitem_g6,G6,associative_family,0.25,sf0.25,imdb_mongo_sf0.25_watchitem_g6,WatchItem,watchitems,2,associative_full,"['Role', 'Person']",[],"['Series', 'Episode']",QG2_WatchItemByTitle,secondary_affected,hot,2,1,completed,,2026-05-28 13:44:34.251135+00:00,2026-05-28 13:44:34.257309+00:00,,,,,,,"Testar a configuração watchitem_g6 (G6) na família associative_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"""The Shawshank Redemption""",,1,0.0,2.0,2.0,2.0,1.0,1.0,True,False,True,False,False,False,False,False,False,False,False,LIMIT|FETCH|IXSCAN,title_1,watchitems,1,3119040.0,6892882728.0,1505730560.0,334454784.0,1840185344.0,2209.0,4418.0,4418.0,2209.0,6.412229403919155e-07,0.04852175747041086
watchitem_g6_sf0.25__secondary_affected__QG3_RecommendationByGenreAndSubtype__hot__r01,watchitem_g6_sf0.25,watchitem_g6,G6,associative_family,0.25,sf0.25,imdb_mongo_sf0.25_watchitem_g6,WatchItem,watchitems,2,associative_full,"['Role', 'Person']",[],"['Series', 'Episode']",QG3_RecommendationByGenreAndSubtype,secondary_affected,hot,2,1,completed,,2026-05-28 13:44:34.257483+00:00,2026-05-28 13:44:34.265896+00:00,,,,,,,"Testar a configuração watchitem_g6 (G6) na família associative_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"{""primary_genre"": ""Drama"", ""title_type"": ""tvEpisode""}",,1,0.0,20.0,21.0,21.0,1.05,1.05,True,False,True,True,False,True,False,False,False,False,False,LIMIT|FETCH|IXSCAN|SORT|AND_SORTED,avg_rating_1|title_type_1|primary_genre_1,watchitems,1,3119040.0,6892882728.0,1505730560.0,334454784.0,1840185344.0,2209.0,46389.0,44180.0,2319.45,6.732840874115113e-06,0.04852175747041086
watchitem_g6_sf0.25__secondary_affected__QG7_UpdateWatchItemMetadata__hot__r01,watchitem_g6_sf0.25,watchitem_g6,G6,associative_family,0.25,sf0.25,imdb_mongo_sf0.25_watchitem_g6,WatchItem,watchitems,2,associative_full,"['Role', 'Person']",[],"['Series', 'Episode']",QG7_UpdateWatchItemMetadata,secondary_affected,hot,2,1,completed,,2026-05-28 13:44:34.266054+00:00,2026-05-28 13:44:34.273277+00:00,,,,,,,"Testar a configuração watchitem_g6 (G6) na família associative_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"""tt0111161""",,1,0.0,0.0,1.0,1.0,,,True,False,True,False,True,False,False,False,False,False,False,UPDATE|FETCH|IXSCAN,watchitem_id_1,watchitems,1,3119040.0,6892882728.0,1505730560.0,334454784.0,1840185344.0,2209.0,2209.0,0.0,,3.2061147019595773e-07,0.04852175747041086
watchitem_g6_sf0.25__secondary_affected__QG9_TopRatedSeriesByGenre__hot__r01,watchitem_g6_sf0.25,watchitem_g6,G6,associative_family,0.25,sf0.25,imdb_mongo_sf0.25_watchitem_g6,WatchItem,watchitems,2,associative_full,"['Role', 'Person']",[],"['Series', 'Episode']",QG9_TopRatedSeriesByGenre,secondary_affected,hot,2,1,completed,,2026-05-28 13:44:34.273440+00:00,2026-05-28 13:44:34.334979+00:00,,,,,,,"Testar a configuração watchitem_g6 (G6) na família associative_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"""Comedy""",,1,53.0,20.0,6311.0,6311.0,315.55,315.55,True,False,True,True,False,True,False,False,False,False,False,LIMIT|FETCH|IXSCAN|SORT|AND_SORTED,avg_rating_1|title_type_1|primary_genre_1,watchitems,1,3119040.0,6892882728.0,1505730560.0,334454784.0,1840185344.0,2209.0,13940999.0,44180.0,697049.95,0.002023378988406689,0.04852175747041086
series_g7_sf0.25__control__QG1_WatchItemById__hot__r01,series_g7_sf0.25,series_g7,G7,containment_family,0.25,sf0.25,imdb_mongo_sf0.25_series_g7,Series,series,0,containment_baseline,[],[],['Episode'],QG1_WatchItemById,control,hot,2,1,completed,,2026-05-28 13:50:19.542515+00:00,2026-05-28 13:50:19.554907+00:00,,,,,,,"Testar a configuração series_g7 (G7) na família containment_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",3,imdb_exec_sf0_25,executionStats,"""tt0111161""",,1,0.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,EXPRESS_IXSCAN,watchitem_id_1,watchitems,1,3119040.0,1036256280.0,207802368.0,334749696.0,542552064.0,332.0,332.0,332.0,332.0,3.2061147019595773e-07,0.32303755592197714
series_g7_sf0.25__control__QG2_WatchItemByTitle__hot__r01,series_g7_sf0.25,series_g7,G7,containment_family,0.25,sf0.25,imdb_mongo_sf0.25_series_g7,Series,series,0,containment_baseline,[],[],['Episode'],QG2_WatchItemByTitle,control,hot,2,1,completed,,2026-05-28 13:50:19.555153+00:00,2026-05-28 13:50:19.562237+00:00,,,,,,,"Testar a configuração series_g7 (G7) na família containment_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",3,imdb_exec_sf0_25,executionStats,"""The Shawshank Redemption""",,1,0.0,2.0,2.0,2.0,1.0,1.0,True,False,True,False,False,False,False,False,False,False,False,LIMIT|FETCH|IXSCAN,title_1,watchitems,1,3119040.0,1036256280.0,207802368.0,334749696.0,542552064.0,332.0,664.0,664.0,332.0,6.412229403919155e-07,0.32303755592197714
series_g7_sf0.25__control__QG7_UpdateWatchItemMetadata__hot__r01,series_g7_sf0.25,series_g7,G7,containment_family,0.25,sf0.25,imdb_mongo_sf0.25_series_g7,Series,series,0,containment_baseline,[],[],['Episode'],QG7_UpdateWatchItemMetadata,control,hot,2,1,completed,,2026-05-28 13:50:19.562406+00:00,2026-05-28 13:50:19.569580+00:00,,,,,,,"Testar a configuração series_g7 (G7) na família containment_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",3,imdb_exec_sf0_25,executionStats,"""tt0111161""",,1,0.0,0.0,1.0,1.0,,,True,False,True,False,True,False,False,False,False,False,False,UPDATE|FETCH|IXSCAN,watchitem_id_1,watchitems,1,3119040.0,1036256280.0,207802368.0,334749696.0,542552064.0,332.0,332.0,0.0,,3.2061147019595773e-07,0.32303755592197714
series_g7_sf0.25__secondary_affected__QG10_AdvancedSearchWatchItems__hot__r01,series_g7_sf0.25,series_g7,G7,containment_family,0.25,sf0.25,imdb_mongo_sf0.25_series_g7,Series,series,0,containment_baseline,[],[],['Episode'],QG10_AdvancedSearchWatchItems,secondary_affected,hot,2,1,completed,,2026-05-28 13:50:19.569725+00:00,2026-05-28 13:50:19.745442+00:00,,,,,,,"Testar a configuração series_g7 (G7) na família containment_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"{""genre"": ""Drama"", ""keyword"": ""The"", ""rating_min"": 9.3, ""subtype"": ""movie"", ""year_min"": ""1994""}",,1,167.0,17.0,10513.0,10513.0,618.4117647058823,618.4117647058823,True,False,True,True,False,False,False,False,False,False,False,LIMIT|FETCH|IXSCAN|SORT,avg_rating_1|primary_genre_1|title_type_1|title_1|release_year_1,watchitems,1,3119040.0,1036256280.0,207802368.0,334749696.0,542552064.0,332.0,3490316.0,5644.0,205312.70588235295,0.0033705883861701036,0.32303755592197714
series_g7_sf0.25__secondary_affected__QG3_RecommendationByGenreAndSubtype__hot__r01,series_g7_sf0.25,series_g7,G7,containment_family,0.25,sf0.25,imdb_mongo_sf0.25_series_g7,Series,series,0,containment_baseline,[],[],['Episode'],QG3_RecommendationByGenreAndSubtype,secondary_affected,hot,2,1,completed,,2026-05-28 13:50:19.745677+00:00,2026-05-28 13:50:19.753372+00:00,,,,,,,"Testar a configuração series_g7 (G7) na família containment_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"{""primary_genre"": ""Drama"", ""title_type"": ""tvEpisode""}",,1,0.0,20.0,21.0,21.0,1.05,1.05,True,False,True,True,False,True,False,False,False,False,False,LIMIT|FETCH|IXSCAN|SORT|AND_SORTED,avg_rating_1|title_type_1|primary_genre_1,watchitems,1,3119040.0,1036256280.0,207802368.0,334749696.0,542552064.0,332.0,6972.0,6640.0,348.6,6.732840874115113e-06,0.32303755592197714
series_g7_sf0.25__secondary_affected__QG9_TopRatedSeriesByGenre__hot__r01,series_g7_sf0.25,series_g7,G7,containment_family,0.25,sf0.25,imdb_mongo_sf0.25_series_g7,Series,series,0,containment_baseline,[],[],['Episode'],QG9_TopRatedSeriesByGenre,secondary_affected,hot,2,1,completed,,2026-05-28 13:50:19.753523+00:00,2026-05-28 13:50:19.762881+00:00,,,,,,,"Testar a configuração series_g7 (G7) na família containment_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"""Comedy""",,1,5.0,20.0,76.0,76.0,3.8,3.8,True,False,True,True,False,False,False,False,False,False,False,LIMIT|FETCH|IXSCAN|SORT,avg_rating_1|primary_genre_1,series,1,186514.0,47484465.0,13512704.0,6967296.0,20480000.0,254.0,19304.0,5080.0,965.2,0.0004074761143935576,0.14672790353645135
series_g8_sf0.25__control__QG1_WatchItemById__hot__r01,series_g8_sf0.25,series_g8,G8,containment_family,0.25,sf0.25,imdb_mongo_sf0.25_series_g8,Series,series,1,containment_reduced,['Episode'],[],[],QG1_WatchItemById,control,hot,2,1,completed,,2026-05-28 13:52:46.466881+00:00,2026-05-28 13:52:46.472010+00:00,,,,,,,"Testar a configuração series_g8 (G8) na família containment_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",3,imdb_exec_sf0_25,executionStats,"""tt0111161""",,1,0.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,EXPRESS_IXSCAN,watchitem_id_1,watchitems,1,3119040.0,1036256280.0,207802368.0,334737408.0,542539776.0,332.0,332.0,332.0,332.0,3.2061147019595773e-07,0.3230256978515006
series_g8_sf0.25__control__QG2_WatchItemByTitle__hot__r01,series_g8_sf0.25,series_g8,G8,containment_family,0.25,sf0.25,imdb_mongo_sf0.25_series_g8,Series,series,1,containment_reduced,['Episode'],[],[],QG2_WatchItemByTitle,control,hot,2,1,completed,,2026-05-28 13:52:46.472133+00:00,2026-05-28 13:52:46.476755+00:00,,,,,,,"Testar a configuração series_g8 (G8) na família containment_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",3,imdb_exec_sf0_25,executionStats,"""The Shawshank Redemption""",,1,0.0,2.0,2.0,2.0,1.0,1.0,True,False,True,False,False,False,False,False,False,False,False,LIMIT|FETCH|IXSCAN,title_1,watchitems,1,3119040.0,1036256280.0,207802368.0,334737408.0,542539776.0,332.0,664.0,664.0,332.0,6.412229403919155e-07,0.3230256978515006
series_g8_sf0.25__control__QG7_UpdateWatchItemMetadata__hot__r01,series_g8_sf0.25,series_g8,G8,containment_family,0.25,sf0.25,imdb_mongo_sf0.25_series_g8,Series,series,1,containment_reduced,['Episode'],[],[],QG7_UpdateWatchItemMetadata,control,hot,2,1,completed,,2026-05-28 13:52:46.476867+00:00,2026-05-28 13:52:46.481570+00:00,,,,,,,"Testar a configuração series_g8 (G8) na família containment_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",3,imdb_exec_sf0_25,executionStats,"""tt0111161""",,1,0.0,0.0,1.0,1.0,,,True,False,True,False,True,False,False,False,False,False,False,UPDATE|FETCH|IXSCAN,watchitem_id_1,watchitems,1,3119040.0,1036256280.0,207802368.0,334737408.0,542539776.0,332.0,332.0,0.0,,3.2061147019595773e-07,0.3230256978515006
series_g8_sf0.25__secondary_affected__QG10_AdvancedSearchWatchItems__hot__r01,series_g8_sf0.25,series_g8,G8,containment_family,0.25,sf0.25,imdb_mongo_sf0.25_series_g8,Series,series,1,containment_reduced,['Episode'],[],[],QG10_AdvancedSearchWatchItems,secondary_affected,hot,2,1,completed,,2026-05-28 13:52:46.481679+00:00,2026-05-28 13:52:46.562870+00:00,,,,,,,"Testar a configuração series_g8 (G8) na família containment_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"{""genre"": ""Drama"", ""keyword"": ""The"", ""rating_min"": 9.3, ""subtype"": ""movie"", ""year_min"": ""1994""}",,1,75.0,17.0,10513.0,10513.0,618.4117647058823,618.4117647058823,True,False,True,True,False,False,False,False,False,False,False,LIMIT|FETCH|IXSCAN|SORT,avg_rating_1|primary_genre_1|title_type_1|title_1|release_year_1,watchitems,1,3119040.0,1036256280.0,207802368.0,334737408.0,542539776.0,332.0,3490316.0,5644.0,205312.70588235295,0.0033705883861701036,0.3230256978515006
series_g8_sf0.25__secondary_affected__QG3_RecommendationByGenreAndSubtype__hot__r01,series_g8_sf0.25,series_g8,G8,containment_family,0.25,sf0.25,imdb_mongo_sf0.25_series_g8,Series,series,1,containment_reduced,['Episode'],[],[],QG3_RecommendationByGenreAndSubtype,secondary_affected,hot,2,1,completed,,2026-05-28 13:52:46.563036+00:00,2026-05-28 13:52:46.568485+00:00,,,,,,,"Testar a configuração series_g8 (G8) na família containment_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"{""primary_genre"": ""Drama"", ""title_type"": ""tvEpisode""}",,1,0.0,20.0,21.0,21.0,1.05,1.05,True,False,True,True,False,True,False,False,False,False,False,LIMIT|FETCH|IXSCAN|SORT|AND_SORTED,avg_rating_1|title_type_1|primary_genre_1,watchitems,1,3119040.0,1036256280.0,207802368.0,334737408.0,542539776.0,332.0,6972.0,6640.0,348.6,6.732840874115113e-06,0.3230256978515006
series_g8_sf0.25__secondary_affected__QG9_TopRatedSeriesByGenre__hot__r01,series_g8_sf0.25,series_g8,G8,containment_family,0.25,sf0.25,imdb_mongo_sf0.25_series_g8,Series,series,1,containment_reduced,['Episode'],[],[],QG9_TopRatedSeriesByGenre,secondary_affected,hot,2,1,completed,,2026-05-28 13:52:46.568608+00:00,2026-05-28 13:52:46.573633+00:00,,,,,,,"Testar a configuração series_g8 (G8) na família containment_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"""Comedy""",,1,1.0,20.0,76.0,76.0,3.8,3.8,True,False,True,True,False,False,False,False,False,False,False,LIMIT|FETCH|IXSCAN|SORT,avg_rating_1|primary_genre_1,series,1,186514.0,252692284.0,33792000.0,5926912.0,39718912.0,1354.0,102904.0,27080.0,5145.2,0.0004074761143935576,0.0234550572980693
series_g9_sf0.25__control__QG1_WatchItemById__hot__r01,series_g9_sf0.25,series_g9,G9,containment_family,0.25,sf0.25,imdb_mongo_sf0.25_series_g9,Series,series,1,containment_full,['Episode'],[],[],QG1_WatchItemById,control,hot,2,1,completed,,2026-05-28 13:55:15.276042+00:00,2026-05-28 13:55:15.282718+00:00,,,,,,,"Testar a configuração series_g9 (G9) na família containment_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",3,imdb_exec_sf0_25,executionStats,"""tt0111161""",,1,0.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,EXPRESS_IXSCAN,watchitem_id_1,watchitems,1,3119040.0,1036256280.0,207790080.0,334737408.0,542527488.0,332.0,332.0,332.0,332.0,3.2061147019595773e-07,0.3230256978515006
series_g9_sf0.25__control__QG2_WatchItemByTitle__hot__r01,series_g9_sf0.25,series_g9,G9,containment_family,0.25,sf0.25,imdb_mongo_sf0.25_series_g9,Series,series,1,containment_full,['Episode'],[],[],QG2_WatchItemByTitle,control,hot,2,1,completed,,2026-05-28 13:55:15.282890+00:00,2026-05-28 13:55:15.291106+00:00,,,,,,,"Testar a configuração series_g9 (G9) na família containment_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",3,imdb_exec_sf0_25,executionStats,"""The Shawshank Redemption""",,1,0.0,2.0,2.0,2.0,1.0,1.0,True,False,True,False,False,False,False,False,False,False,False,LIMIT|FETCH|IXSCAN,title_1,watchitems,1,3119040.0,1036256280.0,207790080.0,334737408.0,542527488.0,332.0,664.0,664.0,332.0,6.412229403919155e-07,0.3230256978515006
series_g9_sf0.25__control__QG7_UpdateWatchItemMetadata__hot__r01,series_g9_sf0.25,series_g9,G9,containment_family,0.25,sf0.25,imdb_mongo_sf0.25_series_g9,Series,series,1,containment_full,['Episode'],[],[],QG7_UpdateWatchItemMetadata,control,hot,2,1,completed,,2026-05-28 13:55:15.291261+00:00,2026-05-28 13:55:15.297732+00:00,,,,,,,"Testar a configuração series_g9 (G9) na família containment_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",3,imdb_exec_sf0_25,executionStats,"""tt0111161""",,1,0.0,0.0,1.0,1.0,,,True,False,True,False,True,False,False,False,False,False,False,UPDATE|FETCH|IXSCAN,watchitem_id_1,watchitems,1,3119040.0,1036256280.0,207790080.0,334737408.0,542527488.0,332.0,332.0,0.0,,3.2061147019595773e-07,0.3230256978515006
series_g9_sf0.25__secondary_affected__QG10_AdvancedSearchWatchItems__hot__r01,series_g9_sf0.25,series_g9,G9,containment_family,0.25,sf0.25,imdb_mongo_sf0.25_series_g9,Series,series,1,containment_full,['Episode'],[],[],QG10_AdvancedSearchWatchItems,secondary_affected,hot,2,1,completed,,2026-05-28 13:55:15.297874+00:00,2026-05-28 13:55:15.504451+00:00,,,,,,,"Testar a configuração series_g9 (G9) na família containment_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"{""genre"": ""Drama"", ""keyword"": ""The"", ""rating_min"": 9.3, ""subtype"": ""movie"", ""year_min"": ""1994""}",,1,198.0,17.0,10513.0,10513.0,618.4117647058823,618.4117647058823,True,False,True,True,False,False,False,False,False,False,False,LIMIT|FETCH|IXSCAN|SORT,avg_rating_1|primary_genre_1|title_type_1|title_1|release_year_1,watchitems,1,3119040.0,1036256280.0,207790080.0,334737408.0,542527488.0,332.0,3490316.0,5644.0,205312.70588235295,0.0033705883861701036,0.3230256978515006
series_g9_sf0.25__secondary_affected__QG3_RecommendationByGenreAndSubtype__hot__r01,series_g9_sf0.25,series_g9,G9,containment_family,0.25,sf0.25,imdb_mongo_sf0.25_series_g9,Series,series,1,containment_full,['Episode'],[],[],QG3_RecommendationByGenreAndSubtype,secondary_affected,hot,2,1,completed,,2026-05-28 13:55:15.504681+00:00,2026-05-28 13:55:15.512977+00:00,,,,,,,"Testar a configuração series_g9 (G9) na família containment_family em sf0.25, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_25,executionStats,"{""primary_genre"": ""Drama"", ""title_type"": ""tvEpisode""}",,1,0.0,20.0,21.0,21.0,1.05,1.05,True,False,True,True,False,True,False,False,False,False,False,LIMIT|FETCH|IXSCAN|SORT|AND_SORTED,avg_rating_1|title_type_1|primary_genre_1,watchitems,1,3119040.0,1036256280.0,207790080.0,334737408.0,542527488.0,332.0,6972.0,6640.0,348.6,6.732840874115113e-06,0.3230256978515006
