benchmark_run_id,experiment_id,config_name,activated_class,benchmark_family,scale_factor,scale_label,mongo_db_name,selected_root,primary_collection,embedding_depth,embedding_variant,embedded_entities,snapshot_entities,referenced_entities,query_name,query_group,run_phase,phase_order,repetition,execution_status,error_message,start_ts,end_ts,latency_ms,success,documents_returned,documents_written,bytes_read_estimate,bytes_written_estimate,experiment_goal,query_group_order,execution_db_name,explain_verbosity,param_json,notes,component_index,component_name,operation_type,collection_name,query_shape,projection_shape,sort_shape,limit,raw_explain_path,execution_time_ms,n_returned,total_docs_examined,total_keys_examined,docs_per_returned,keys_per_returned,winning_plan_stage,namespace,query_hash,plan_cache_key,rejected_plans_count,stages,index_names,has_ixscan,has_collscan,has_fetch,has_sort,has_limit,has_update,has_and_sorted,has_or_stage,has_projection,has_lookup,has_group,used_disk,collection_stats_ok,collection_stats_error,collection_count,collection_size_bytes,collection_avg_obj_size_bytes,collection_storage_size_bytes,collection_total_index_size_bytes,collection_total_size_bytes,collection_free_storage_size_bytes,collection_nindexes,collection_scale_factor,collection_index_sizes_json,estimated_docs_examined_bytes,estimated_returned_bytes,docs_examined_collection_ratio,index_to_data_size_ratio
watchitem_g4_sf0.5__secondary_affected__QG9_TopRatedSeriesByGenre__hot__r01,watchitem_g4_sf0.5,watchitem_g4,G4,associative_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g4,WatchItem,watchitems,1,associative_partial,['Role'],[],"['Person', 'Series', 'Episode']",QG9_TopRatedSeriesByGenre,secondary_affected,hot,2,1,completed,,2026-05-28 15:37:46.251570+00:00,,,,,,,,"Testar a configuração watchitem_g4 (G4) na família associative_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_5,executionStats,"""Comedy""",,1,top_rated_watchitems_by_genre,find,watchitems,"{""primary_genre"": ""Comedy"", ""title_type"": ""tvSeries""}",{},"[[""avg_rating"", -1]]",20,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_A_light_no_roles/query_plan_raw_json/watchitem_g4_sf0_5__QG9_TopRatedSeriesByGenre__c1_top_rated_watchitems_by_genre_json,95,20,12327,12327,616.35,616.35,LIMIT,imdb_exec_sf0_5.watchitems,FAB44C39,711DF2F7,3,LIMIT|FETCH|IXSCAN|SORT|AND_SORTED,avg_rating_1|title_type_1|primary_genre_1,True,False,True,True,True,False,True,False,False,False,False,False,True,,6067595.0,6964646281.0,1147.0,1422565376.0,638009344.0,2060574720.0,897024.0,9.0,1.0,"{""_id_"": 67178496, ""avg_rating_1"": 41607168, ""num_votes_1"": 39641088, ""primary_genre_1"": 33267712, ""release_year_1"": 34562048, ""title_1"": 112152576, ""title_text"": 198053888, ""title_type_1"": 30031872, ""watchitem_id_1"": 81514496}",14139069.0,22940.0,0.002031612195606332,0.09160685528862109
watchitem_g5_sf0.5__secondary_affected__QG10_AdvancedSearchWatchItems__hot__r01,watchitem_g5_sf0.5,watchitem_g5,G5,associative_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g5,WatchItem,watchitems,2,associative_snapshot,['Role'],['Person'],"['Series', 'Episode']",QG10_AdvancedSearchWatchItems,secondary_affected,hot,2,1,completed,,2026-05-28 16:41:41.522687+00:00,,,,,,,,"Testar a configuração watchitem_g5 (G5) na família associative_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_5,executionStats,"{""genre"": ""Drama"", ""keyword"": ""The"", ""rating_min"": 9.3, ""subtype"": ""movie"", ""year_min"": ""1994""}",,1,advanced_search_watchitems,find,watchitems,"{""avg_rating"": {""$gte"": 9.3}, ""primary_genre"": ""Drama"", ""release_year"": {""$gte"": ""1994""}, ""title"": {""$options"": ""i"", ""$regex"": ""The""}, ""title_type"": ""movie""}",{},"[[""avg_rating"", -1]]",20,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_A_light_no_roles/query_plan_raw_json/watchitem_g5_sf0_5__QG10_AdvancedSearchWatchItems__c1_advanced_search_watchitems_json,200,20,15495,15495,774.75,774.75,LIMIT,imdb_exec_sf0_5.watchitems,03CA583E,1FDD4DFA,4,LIMIT|FETCH|IXSCAN|SORT,avg_rating_1|primary_genre_1|title_type_1|title_1|release_year_1,True,False,True,True,True,False,False,False,False,False,False,False,True,,6067595.0,10587168437.0,1744.0,2200563712.0,637808640.0,2838372352.0,1073152.0,9.0,1.0,"{""_id_"": 66977792, ""avg_rating_1"": 41607168, ""num_votes_1"": 39641088, ""primary_genre_1"": 33267712, ""release_year_1"": 34562048, ""title_1"": 112152576, ""title_text"": 198053888, ""title_type_1"": 30031872, ""watchitem_id_1"": 81514496}",27023280.0,34880.0,0.0025537301022892926,0.060243552730396596
watchitem_g5_sf0.5__secondary_affected__QG1_WatchItemById__hot__r01,watchitem_g5_sf0.5,watchitem_g5,G5,associative_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g5,WatchItem,watchitems,2,associative_snapshot,['Role'],['Person'],"['Series', 'Episode']",QG1_WatchItemById,secondary_affected,hot,2,1,completed,,2026-05-28 16:41:41.734226+00:00,,,,,,,,"Testar a configuração watchitem_g5 (G5) na família associative_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_5,executionStats,"""tt0111161""",,1,watchitem_by_id,find,watchitems,"{""watchitem_id"": ""tt0111161""}",{},[],1,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_A_light_no_roles/query_plan_raw_json/watchitem_g5_sf0_5__QG1_WatchItemById__c1_watchitem_by_id_json,0,1,1,1,1.0,1.0,EXPRESS_IXSCAN,imdb_exec_sf0_5.watchitems,0F9B88F2,7805709C,0,EXPRESS_IXSCAN,watchitem_id_1,False,False,False,False,False,False,False,False,False,False,False,False,True,,6067595.0,10587168437.0,1744.0,2200563712.0,637808640.0,2838372352.0,1073152.0,9.0,1.0,"{""_id_"": 66977792, ""avg_rating_1"": 41607168, ""num_votes_1"": 39641088, ""primary_genre_1"": 33267712, ""release_year_1"": 34562048, ""title_1"": 112152576, ""title_text"": 198053888, ""title_type_1"": 30031872, ""watchitem_id_1"": 81514496}",1744.0,1744.0,1.6480994529133867e-07,0.060243552730396596
watchitem_g5_sf0.5__secondary_affected__QG2_WatchItemByTitle__hot__r01,watchitem_g5_sf0.5,watchitem_g5,G5,associative_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g5,WatchItem,watchitems,2,associative_snapshot,['Role'],['Person'],"['Series', 'Episode']",QG2_WatchItemByTitle,secondary_affected,hot,2,1,completed,,2026-05-28 16:41:41.740519+00:00,,,,,,,,"Testar a configuração watchitem_g5 (G5) na família associative_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_5,executionStats,"""The Shawshank Redemption""",,1,watchitem_by_title,find,watchitems,"{""title"": ""The Shawshank Redemption""}",{},[],20,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_A_light_no_roles/query_plan_raw_json/watchitem_g5_sf0_5__QG2_WatchItemByTitle__c1_watchitem_by_title_json,0,2,2,2,1.0,1.0,LIMIT,imdb_exec_sf0_5.watchitems,D85AB534,E78EBB19,0,LIMIT|FETCH|IXSCAN,title_1,True,False,True,False,True,False,False,False,False,False,False,False,True,,6067595.0,10587168437.0,1744.0,2200563712.0,637808640.0,2838372352.0,1073152.0,9.0,1.0,"{""_id_"": 66977792, ""avg_rating_1"": 41607168, ""num_votes_1"": 39641088, ""primary_genre_1"": 33267712, ""release_year_1"": 34562048, ""title_1"": 112152576, ""title_text"": 198053888, ""title_type_1"": 30031872, ""watchitem_id_1"": 81514496}",3488.0,3488.0,3.2961989058267733e-07,0.060243552730396596
watchitem_g5_sf0.5__secondary_affected__QG3_RecommendationByGenreAndSubtype__hot__r01,watchitem_g5_sf0.5,watchitem_g5,G5,associative_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g5,WatchItem,watchitems,2,associative_snapshot,['Role'],['Person'],"['Series', 'Episode']",QG3_RecommendationByGenreAndSubtype,secondary_affected,hot,2,1,completed,,2026-05-28 16:41:41.748273+00:00,,,,,,,,"Testar a configuração watchitem_g5 (G5) na família associative_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_5,executionStats,"{""primary_genre"": ""Drama"", ""title_type"": ""tvEpisode""}",,1,recommendation_by_genre_subtype,find,watchitems,"{""primary_genre"": ""Drama"", ""title_type"": ""tvEpisode""}",{},"[[""avg_rating"", -1]]",20,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_A_light_no_roles/query_plan_raw_json/watchitem_g5_sf0_5__QG3_RecommendationByGenreAndSubtype__c1_recommendation_by_genre_subtype_json,0,20,24,24,1.2,1.2,LIMIT,imdb_exec_sf0_5.watchitems,FAB44C39,711DF2F7,3,LIMIT|FETCH|IXSCAN|SORT|AND_SORTED,avg_rating_1|title_type_1|primary_genre_1,True,False,True,True,True,False,True,False,False,False,False,False,True,,6067595.0,10587168437.0,1744.0,2200563712.0,637808640.0,2838372352.0,1073152.0,9.0,1.0,"{""_id_"": 66977792, ""avg_rating_1"": 41607168, ""num_votes_1"": 39641088, ""primary_genre_1"": 33267712, ""release_year_1"": 34562048, ""title_1"": 112152576, ""title_text"": 198053888, ""title_type_1"": 30031872, ""watchitem_id_1"": 81514496}",41856.0,34880.0,3.955438686992128e-06,0.060243552730396596
watchitem_g5_sf0.5__secondary_affected__QG7_UpdateWatchItemMetadata__hot__r01,watchitem_g5_sf0.5,watchitem_g5,G5,associative_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g5,WatchItem,watchitems,2,associative_snapshot,['Role'],['Person'],"['Series', 'Episode']",QG7_UpdateWatchItemMetadata,secondary_affected,hot,2,1,completed,,2026-05-28 16:41:41.756226+00:00,,,,,,,,"Testar a configuração watchitem_g5 (G5) na família associative_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_5,executionStats,"""tt0111161""",,1,update_watchitem_metadata,update,watchitems,"{""watchitem_id"": ""tt0111161""}",{},[],1,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_A_light_no_roles/query_plan_raw_json/watchitem_g5_sf0_5__QG7_UpdateWatchItemMetadata__c1_update_watchitem_metadata_json,0,0,1,1,,,UPDATE,imdb_exec_sf0_5.watchitems,0F9B88F2,7805709C,0,UPDATE|FETCH|IXSCAN,watchitem_id_1,True,False,True,False,False,True,False,False,False,False,False,False,True,,6067595.0,10587168437.0,1744.0,2200563712.0,637808640.0,2838372352.0,1073152.0,9.0,1.0,"{""_id_"": 66977792, ""avg_rating_1"": 41607168, ""num_votes_1"": 39641088, ""primary_genre_1"": 33267712, ""release_year_1"": 34562048, ""title_1"": 112152576, ""title_text"": 198053888, ""title_type_1"": 30031872, ""watchitem_id_1"": 81514496}",1744.0,0.0,1.6480994529133867e-07,0.060243552730396596
watchitem_g5_sf0.5__secondary_affected__QG9_TopRatedSeriesByGenre__hot__r01,watchitem_g5_sf0.5,watchitem_g5,G5,associative_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g5,WatchItem,watchitems,2,associative_snapshot,['Role'],['Person'],"['Series', 'Episode']",QG9_TopRatedSeriesByGenre,secondary_affected,hot,2,1,completed,,2026-05-28 16:41:41.762956+00:00,,,,,,,,"Testar a configuração watchitem_g5 (G5) na família associative_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_5,executionStats,"""Comedy""",,1,top_rated_watchitems_by_genre,find,watchitems,"{""primary_genre"": ""Comedy"", ""title_type"": ""tvSeries""}",{},"[[""avg_rating"", -1]]",20,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_A_light_no_roles/query_plan_raw_json/watchitem_g5_sf0_5__QG9_TopRatedSeriesByGenre__c1_top_rated_watchitems_by_genre_json,96,20,12327,12327,616.35,616.35,LIMIT,imdb_exec_sf0_5.watchitems,FAB44C39,711DF2F7,3,LIMIT|FETCH|IXSCAN|SORT|AND_SORTED,avg_rating_1|title_type_1|primary_genre_1,True,False,True,True,True,False,True,False,False,False,False,False,True,,6067595.0,10587168437.0,1744.0,2200563712.0,637808640.0,2838372352.0,1073152.0,9.0,1.0,"{""_id_"": 66977792, ""avg_rating_1"": 41607168, ""num_votes_1"": 39641088, ""primary_genre_1"": 33267712, ""release_year_1"": 34562048, ""title_1"": 112152576, ""title_text"": 198053888, ""title_type_1"": 30031872, ""watchitem_id_1"": 81514496}",21498288.0,34880.0,0.002031612195606332,0.060243552730396596
watchitem_g6_sf0.5__secondary_affected__QG10_AdvancedSearchWatchItems__hot__r01,watchitem_g6_sf0.5,watchitem_g6,G6,associative_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g6,WatchItem,watchitems,2,associative_full,"['Role', 'Person']",[],"['Series', 'Episode']",QG10_AdvancedSearchWatchItems,secondary_affected,hot,2,1,completed,,2026-05-28 17:45:47.985352+00:00,,,,,,,,"Testar a configuração watchitem_g6 (G6) na família associative_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_5,executionStats,"{""genre"": ""Drama"", ""keyword"": ""The"", ""rating_min"": 9.3, ""subtype"": ""movie"", ""year_min"": ""1994""}",,1,advanced_search_watchitems,find,watchitems,"{""avg_rating"": {""$gte"": 9.3}, ""primary_genre"": ""Drama"", ""release_year"": {""$gte"": ""1994""}, ""title"": {""$options"": ""i"", ""$regex"": ""The""}, ""title_type"": ""movie""}",{},"[[""avg_rating"", -1]]",20,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_A_light_no_roles/query_plan_raw_json/watchitem_g6_sf0_5__QG10_AdvancedSearchWatchItems__c1_advanced_search_watchitems_json,247,20,15495,15495,774.75,774.75,LIMIT,imdb_exec_sf0_5.watchitems,03CA583E,1FDD4DFA,4,LIMIT|FETCH|IXSCAN|SORT,avg_rating_1|primary_genre_1|title_type_1|title_1|release_year_1,True,False,True,True,True,False,False,False,False,False,False,False,True,,6067595.0,13346555506.0,2199.0,2810740736.0,638025728.0,3448766464.0,1110016.0,9.0,1.0,"{""_id_"": 67194880, ""avg_rating_1"": 41607168, ""num_votes_1"": 39641088, ""primary_genre_1"": 33267712, ""release_year_1"": 34562048, ""title_1"": 112152576, ""title_text"": 198053888, ""title_type_1"": 30031872, ""watchitem_id_1"": 81514496}",34073505.0,43980.0,0.0025537301022892926,0.04780452362507861
watchitem_g6_sf0.5__secondary_affected__QG1_WatchItemById__hot__r01,watchitem_g6_sf0.5,watchitem_g6,G6,associative_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g6,WatchItem,watchitems,2,associative_full,"['Role', 'Person']",[],"['Series', 'Episode']",QG1_WatchItemById,secondary_affected,hot,2,1,completed,,2026-05-28 17:45:48.242652+00:00,,,,,,,,"Testar a configuração watchitem_g6 (G6) na família associative_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_5,executionStats,"""tt0111161""",,1,watchitem_by_id,find,watchitems,"{""watchitem_id"": ""tt0111161""}",{},[],1,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_A_light_no_roles/query_plan_raw_json/watchitem_g6_sf0_5__QG1_WatchItemById__c1_watchitem_by_id_json,0,1,1,1,1.0,1.0,EXPRESS_IXSCAN,imdb_exec_sf0_5.watchitems,0F9B88F2,7805709C,0,EXPRESS_IXSCAN,watchitem_id_1,False,False,False,False,False,False,False,False,False,False,False,False,True,,6067595.0,13346555506.0,2199.0,2810740736.0,638025728.0,3448766464.0,1110016.0,9.0,1.0,"{""_id_"": 67194880, ""avg_rating_1"": 41607168, ""num_votes_1"": 39641088, ""primary_genre_1"": 33267712, ""release_year_1"": 34562048, ""title_1"": 112152576, ""title_text"": 198053888, ""title_type_1"": 30031872, ""watchitem_id_1"": 81514496}",2199.0,2199.0,1.6480994529133867e-07,0.04780452362507861
watchitem_g6_sf0.5__secondary_affected__QG2_WatchItemByTitle__hot__r01,watchitem_g6_sf0.5,watchitem_g6,G6,associative_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g6,WatchItem,watchitems,2,associative_full,"['Role', 'Person']",[],"['Series', 'Episode']",QG2_WatchItemByTitle,secondary_affected,hot,2,1,completed,,2026-05-28 17:45:48.249051+00:00,,,,,,,,"Testar a configuração watchitem_g6 (G6) na família associative_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_5,executionStats,"""The Shawshank Redemption""",,1,watchitem_by_title,find,watchitems,"{""title"": ""The Shawshank Redemption""}",{},[],20,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_A_light_no_roles/query_plan_raw_json/watchitem_g6_sf0_5__QG2_WatchItemByTitle__c1_watchitem_by_title_json,0,2,2,2,1.0,1.0,LIMIT,imdb_exec_sf0_5.watchitems,D85AB534,E78EBB19,0,LIMIT|FETCH|IXSCAN,title_1,True,False,True,False,True,False,False,False,False,False,False,False,True,,6067595.0,13346555506.0,2199.0,2810740736.0,638025728.0,3448766464.0,1110016.0,9.0,1.0,"{""_id_"": 67194880, ""avg_rating_1"": 41607168, ""num_votes_1"": 39641088, ""primary_genre_1"": 33267712, ""release_year_1"": 34562048, ""title_1"": 112152576, ""title_text"": 198053888, ""title_type_1"": 30031872, ""watchitem_id_1"": 81514496}",4398.0,4398.0,3.2961989058267733e-07,0.04780452362507861
watchitem_g6_sf0.5__secondary_affected__QG3_RecommendationByGenreAndSubtype__hot__r01,watchitem_g6_sf0.5,watchitem_g6,G6,associative_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g6,WatchItem,watchitems,2,associative_full,"['Role', 'Person']",[],"['Series', 'Episode']",QG3_RecommendationByGenreAndSubtype,secondary_affected,hot,2,1,completed,,2026-05-28 17:45:48.256571+00:00,,,,,,,,"Testar a configuração watchitem_g6 (G6) na família associative_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_5,executionStats,"{""primary_genre"": ""Drama"", ""title_type"": ""tvEpisode""}",,1,recommendation_by_genre_subtype,find,watchitems,"{""primary_genre"": ""Drama"", ""title_type"": ""tvEpisode""}",{},"[[""avg_rating"", -1]]",20,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_A_light_no_roles/query_plan_raw_json/watchitem_g6_sf0_5__QG3_RecommendationByGenreAndSubtype__c1_recommendation_by_genre_subtype_json,0,20,24,24,1.2,1.2,LIMIT,imdb_exec_sf0_5.watchitems,FAB44C39,711DF2F7,3,LIMIT|FETCH|IXSCAN|SORT|AND_SORTED,avg_rating_1|title_type_1|primary_genre_1,True,False,True,True,True,False,True,False,False,False,False,False,True,,6067595.0,13346555506.0,2199.0,2810740736.0,638025728.0,3448766464.0,1110016.0,9.0,1.0,"{""_id_"": 67194880, ""avg_rating_1"": 41607168, ""num_votes_1"": 39641088, ""primary_genre_1"": 33267712, ""release_year_1"": 34562048, ""title_1"": 112152576, ""title_text"": 198053888, ""title_type_1"": 30031872, ""watchitem_id_1"": 81514496}",52776.0,43980.0,3.955438686992128e-06,0.04780452362507861
watchitem_g6_sf0.5__secondary_affected__QG7_UpdateWatchItemMetadata__hot__r01,watchitem_g6_sf0.5,watchitem_g6,G6,associative_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g6,WatchItem,watchitems,2,associative_full,"['Role', 'Person']",[],"['Series', 'Episode']",QG7_UpdateWatchItemMetadata,secondary_affected,hot,2,1,completed,,2026-05-28 17:45:48.265234+00:00,,,,,,,,"Testar a configuração watchitem_g6 (G6) na família associative_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_5,executionStats,"""tt0111161""",,1,update_watchitem_metadata,update,watchitems,"{""watchitem_id"": ""tt0111161""}",{},[],1,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_A_light_no_roles/query_plan_raw_json/watchitem_g6_sf0_5__QG7_UpdateWatchItemMetadata__c1_update_watchitem_metadata_json,0,0,1,1,,,UPDATE,imdb_exec_sf0_5.watchitems,0F9B88F2,7805709C,0,UPDATE|FETCH|IXSCAN,watchitem_id_1,True,False,True,False,False,True,False,False,False,False,False,False,True,,6067595.0,13346555506.0,2199.0,2810740736.0,638025728.0,3448766464.0,1110016.0,9.0,1.0,"{""_id_"": 67194880, ""avg_rating_1"": 41607168, ""num_votes_1"": 39641088, ""primary_genre_1"": 33267712, ""release_year_1"": 34562048, ""title_1"": 112152576, ""title_text"": 198053888, ""title_type_1"": 30031872, ""watchitem_id_1"": 81514496}",2199.0,0.0,1.6480994529133867e-07,0.04780452362507861
watchitem_g6_sf0.5__secondary_affected__QG9_TopRatedSeriesByGenre__hot__r01,watchitem_g6_sf0.5,watchitem_g6,G6,associative_family,0.5,sf0.5,imdb_mongo_sf0.5_watchitem_g6,WatchItem,watchitems,2,associative_full,"['Role', 'Person']",[],"['Series', 'Episode']",QG9_TopRatedSeriesByGenre,secondary_affected,hot,2,1,completed,,2026-05-28 17:45:48.271308+00:00,,,,,,,,"Testar a configuração watchitem_g6 (G6) na família associative_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",2,imdb_exec_sf0_5,executionStats,"""Comedy""",,1,top_rated_watchitems_by_genre,find,watchitems,"{""primary_genre"": ""Comedy"", ""title_type"": ""tvSeries""}",{},"[[""avg_rating"", -1]]",20,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_A_light_no_roles/query_plan_raw_json/watchitem_g6_sf0_5__QG9_TopRatedSeriesByGenre__c1_top_rated_watchitems_by_genre_json,98,20,12327,12327,616.35,616.35,LIMIT,imdb_exec_sf0_5.watchitems,FAB44C39,711DF2F7,3,LIMIT|FETCH|IXSCAN|SORT|AND_SORTED,avg_rating_1|title_type_1|primary_genre_1,True,False,True,True,True,False,True,False,False,False,False,False,True,,6067595.0,13346555506.0,2199.0,2810740736.0,638025728.0,3448766464.0,1110016.0,9.0,1.0,"{""_id_"": 67194880, ""avg_rating_1"": 41607168, ""num_votes_1"": 39641088, ""primary_genre_1"": 33267712, ""release_year_1"": 34562048, ""title_1"": 112152576, ""title_text"": 198053888, ""title_type_1"": 30031872, ""watchitem_id_1"": 81514496}",27107073.0,43980.0,0.002031612195606332,0.04780452362507861
series_g7_sf0.5__control__QG1_WatchItemById__hot__r01,series_g7_sf0.5,series_g7,G7,containment_family,0.5,sf0.5,imdb_mongo_sf0.5_series_g7,Series,series,0,containment_baseline,[],[],['Episode'],QG1_WatchItemById,control,hot,2,1,completed,,2026-05-28 18:00:07.855607+00:00,,,,,,,,"Testar a configuração series_g7 (G7) na família containment_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",3,imdb_exec_sf0_5,executionStats,"""tt0111161""",,1,watchitem_by_id,find,watchitems,"{""watchitem_id"": ""tt0111161""}",{},[],1,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_A_light_no_roles/query_plan_raw_json/series_g7_sf0_5__QG1_WatchItemById__c1_watchitem_by_id_json,0,1,1,1,1.0,1.0,EXPRESS_IXSCAN,imdb_exec_sf0_5.watchitems,0F9B88F2,7805709C,0,EXPRESS_IXSCAN,watchitem_id_1,False,False,False,False,False,False,False,False,False,False,False,False,True,,6067595.0,2017058367.0,332.0,392859648.0,637698048.0,1030557696.0,487424.0,9.0,1.0,"{""_id_"": 66867200, ""avg_rating_1"": 41607168, ""num_votes_1"": 39641088, ""primary_genre_1"": 33267712, ""release_year_1"": 34562048, ""title_1"": 112152576, ""title_text"": 198053888, ""title_type_1"": 30031872, ""watchitem_id_1"": 81514496}",332.0,332.0,1.6480994529133867e-07,0.3161525013024078
series_g7_sf0.5__control__QG2_WatchItemByTitle__hot__r01,series_g7_sf0.5,series_g7,G7,containment_family,0.5,sf0.5,imdb_mongo_sf0.5_series_g7,Series,series,0,containment_baseline,[],[],['Episode'],QG2_WatchItemByTitle,control,hot,2,1,completed,,2026-05-28 18:00:07.866017+00:00,,,,,,,,"Testar a configuração series_g7 (G7) na família containment_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",3,imdb_exec_sf0_5,executionStats,"""The Shawshank Redemption""",,1,watchitem_by_title,find,watchitems,"{""title"": ""The Shawshank Redemption""}",{},[],20,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_A_light_no_roles/query_plan_raw_json/series_g7_sf0_5__QG2_WatchItemByTitle__c1_watchitem_by_title_json,0,2,2,2,1.0,1.0,LIMIT,imdb_exec_sf0_5.watchitems,D85AB534,E78EBB19,0,LIMIT|FETCH|IXSCAN,title_1,True,False,True,False,True,False,False,False,False,False,False,False,True,,6067595.0,2017058367.0,332.0,392859648.0,637698048.0,1030557696.0,487424.0,9.0,1.0,"{""_id_"": 66867200, ""avg_rating_1"": 41607168, ""num_votes_1"": 39641088, ""primary_genre_1"": 33267712, ""release_year_1"": 34562048, ""title_1"": 112152576, ""title_text"": 198053888, ""title_type_1"": 30031872, ""watchitem_id_1"": 81514496}",664.0,664.0,3.2961989058267733e-07,0.3161525013024078
series_g7_sf0.5__control__QG7_UpdateWatchItemMetadata__hot__r01,series_g7_sf0.5,series_g7,G7,containment_family,0.5,sf0.5,imdb_mongo_sf0.5_series_g7,Series,series,0,containment_baseline,[],[],['Episode'],QG7_UpdateWatchItemMetadata,control,hot,2,1,completed,,2026-05-28 18:00:07.872348+00:00,,,,,,,,"Testar a configuração series_g7 (G7) na família containment_family em sf0.5, avaliando queries primárias, secundárias afetadas e de controle.",3,imdb_exec_sf0_5,executionStats,"""tt0111161""",,1,update_watchitem_metadata,update,watchitems,"{""watchitem_id"": ""tt0111161""}",{},[],1,/home/hudson/Documents/framework_test/imdb/query_plan_full_by_groups/group_A_light_no_roles/query_plan_raw_json/series_g7_sf0_5__QG7_UpdateWatchItemMetadata__c1_update_watchitem_metadata_json,0,0,1,1,,,UPDATE,imdb_exec_sf0_5.watchitems,0F9B88F2,7805709C,0,UPDATE|FETCH|IXSCAN,watchitem_id_1,True,False,True,False,False,True,False,False,False,False,False,False,True,,6067595.0,2017058367.0,332.0,392859648.0,637698048.0,1030557696.0,487424.0,9.0,1.0,"{""_id_"": 66867200, ""avg_rating_1"": 41607168, ""num_votes_1"": 39641088, ""primary_genre_1"": 33267712, ""release_year_1"": 34562048, ""title_1"": 112152576, ""title_text"": 198053888, ""title_type_1"": 30031872, ""watchitem_id_1"": 81514496}",332.0,0.0,1.6480994529133867e-07,0.3161525013024078
