dataset,query_name,query_id,generic_class,selected_root,g_class,is_active,activation_status,activation_strength,activation_score,activation_reason,g_family,g_role,g_label,source_file
imdb,QG5_AllPersonsForEpisodesOfSeries,,QG5,WatchItem,G6,True,active,active,1.0,Há caminho associativo profundo e baixa volatilidade suficiente para testar o limite superior da absorção.,,,,analysis/imdb/ablation_variables/query_class_activation_imdb.csv
imdb,QG6_EpisodesOfSeries,,QG6,Series,G7,True,active,active,1.0,Baseline da família de containment para a raiz de composição.,,,,analysis/imdb/ablation_variables/query_class_activation_imdb.csv
imdb,QG6_EpisodesOfSeries,,QG6,Series,G8,True,active,active,1.0,Há estrutura parte-todo com componente contido que pode ser embutido de forma reduzida.,,,,analysis/imdb/ablation_variables/query_class_activation_imdb.csv
imdb,QG6_EpisodesOfSeries,,QG6,Series,G9,True,active,active,1.0,Há containment forte e estável; o embutimento completo do componente contido é candidato.,,,,analysis/imdb/ablation_variables/query_class_activation_imdb.csv
imdb,QG7_UpdateWatchItemMetadata,,QG7,WatchItem,G0,True,active,active,1.0,Baseline documental principal para a raiz selecionada.,,,,analysis/imdb/ablation_variables/query_class_activation_imdb.csv
imdb,QG8_AddPersonRoleToWatchItem,,QG8,WatchItem,G0,True,active,active,1.0,Baseline documental principal para a raiz selecionada.,,,,analysis/imdb/ablation_variables/query_class_activation_imdb.csv
imdb,QG8_AddPersonRoleToWatchItem,,QG8,WatchItem,G4,True,active,active,1.0,A matriz indica região associativa relevante; a entidade associativa próxima da raiz é candidata a embutimento parcial.,,,,analysis/imdb/ablation_variables/query_class_activation_imdb.csv
imdb,QG8_AddPersonRoleToWatchItem,,QG8,WatchItem,G5,True,active,active,1.0,Há caminho associativo profundo com entidade final compartilhada; snapshot é candidato quando full embedding pode ser arriscado.,,,,analysis/imdb/ablation_variables/query_class_activation_imdb.csv
imdb,QG8_AddPersonRoleToWatchItem,,QG8,WatchItem,G6,True,active,active,1.0,Há caminho associativo profundo e baixa volatilidade suficiente para testar o limite superior da absorção.,,,,analysis/imdb/ablation_variables/query_class_activation_imdb.csv
imdb,QG9_TopRatedSeriesByGenre,,QG9,WatchItem,G0,True,active,active,1.0,Baseline documental principal para a raiz selecionada.,,,,analysis/imdb/ablation_variables/query_class_activation_imdb.csv
imdb,QG9_TopRatedSeriesByGenre,,QG9,WatchItem,G2,True,active,active,1.0,"A matriz indica descritor compartilhado próximo da raiz, com absorção total rasa e baixa volatilidade.",,,,analysis/imdb/ablation_variables/query_class_activation_imdb.csv
imdb,QG9_TopRatedSeriesByGenre,,QG9,WatchItem,G3,True,active,active,1.0,"A matriz indica subtipo/componente estrutural próximo da raiz, com ganho raso e baixa volatilidade.",,,,analysis/imdb/ablation_variables/query_class_activation_imdb.csv
ldbc_snb,IC1_TransitiveFriendsWithName,IC1,IC1,Person,G0,True,primary,primary,,Association-family baseline root document.,association,baseline,Root document with referenced associations,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IC1_TransitiveFriendsWithName,IC1,IC1,Person,G3,True,primary,primary,,"Association path has high sharedness, high volatility, deep traversal, or residual traversal.",association,reference_or_summary_candidate,Root document with references or denormalized summaries,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IC2_RecentMessagesByFriends,IC2,IC2,Person,G0,True,primary,primary,,Association-family baseline root document.,association,baseline,Root document with referenced associations,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IC2_RecentMessagesByFriends,IC2,IC2,Person,G3,True,primary,primary,,"Association path has high sharedness, high volatility, deep traversal, or residual traversal.",association,reference_or_summary_candidate,Root document with references or denormalized summaries,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IC3_FriendsAndFriendsOfFriendsInCountries,IC3,IC3,Person,G0,True,primary,primary,,Association-family baseline root document.,association,baseline,Root document with referenced associations,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IC3_FriendsAndFriendsOfFriendsInCountries,IC3,IC3,Person,G3,True,primary,primary,,"Association path has high sharedness, high volatility, deep traversal, or residual traversal.",association,reference_or_summary_candidate,Root document with references or denormalized summaries,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IC3_FriendsAndFriendsOfFriendsInCountries,IC3,IC3,Person,G7,True,secondary,secondary,,Containment-family baseline.,containment,baseline,Containment baseline,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IC3_FriendsAndFriendsOfFriendsInCountries,IC3,IC3,Person,G9,True,secondary,secondary,,"Containment path has high sharedness, high volatility, or high residual traversal.",containment,hybrid_containment_candidate,Hybrid containment with references or summaries,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IC4_NewTopics,IC4,IC4,Person,G0,True,primary,primary,,Association-family baseline root document.,association,baseline,Root document with referenced associations,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IC4_NewTopics,IC4,IC4,Person,G3,True,primary,primary,,"Association path has high sharedness, high volatility, deep traversal, or residual traversal.",association,reference_or_summary_candidate,Root document with references or denormalized summaries,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IC5_NewGroups,IC5,IC5,Person,G0,True,primary,primary,,Association-family baseline root document.,association,baseline,Root document with referenced associations,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IC5_NewGroups,IC5,IC5,Person,G3,True,primary,primary,,"Association path has high sharedness, high volatility, deep traversal, or residual traversal.",association,reference_or_summary_candidate,Root document with references or denormalized summaries,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IC5_NewGroups,IC5,IC5,Person,G4,True,secondary,secondary,,Associative-family baseline using explicit relationship documents.,associative,baseline,Associative relationship as explicit document,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IC5_NewGroups,IC5,IC5,Person,G6,True,secondary,secondary,,Associative relation is volatile/shared and should be represented with references or reverse indexes.,associative,referenced_or_reverse_associative,Referenced or reverse-indexed associative pattern,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IC5_NewGroups,IC5,IC5,Person,G7,True,secondary,secondary,,Containment-family baseline.,containment,baseline,Containment baseline,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IC5_NewGroups,IC5,IC5,Person,G9,True,secondary,secondary,,"Containment path has high sharedness, high volatility, or high residual traversal.",containment,hybrid_containment_candidate,Hybrid containment with references or summaries,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IC6_TagCoOccurrence,IC6,IC6,Person,G0,True,primary,primary,,Association-family baseline root document.,association,baseline,Root document with referenced associations,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IC6_TagCoOccurrence,IC6,IC6,Person,G3,True,primary,primary,,"Association path has high sharedness, high volatility, deep traversal, or residual traversal.",association,reference_or_summary_candidate,Root document with references or denormalized summaries,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IC7_RecentLikers,IC7,IC7,Person,G0,True,primary,primary,,Association-family baseline root document.,association,baseline,Root document with referenced associations,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IC7_RecentLikers,IC7,IC7,Person,G3,True,primary,primary,,"Association path has high sharedness, high volatility, deep traversal, or residual traversal.",association,reference_or_summary_candidate,Root document with references or denormalized summaries,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IC7_RecentLikers,IC7,IC7,Person,G4,True,secondary,secondary,,Associative-family baseline using explicit relationship documents.,associative,baseline,Associative relationship as explicit document,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IC7_RecentLikers,IC7,IC7,Person,G6,True,secondary,secondary,,Associative relation is volatile/shared and should be represented with references or reverse indexes.,associative,referenced_or_reverse_associative,Referenced or reverse-indexed associative pattern,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,INS1_AddPerson,INS1,INS1,Person,G0,True,primary,primary,,Association-family baseline root document.,association,baseline,Root document with referenced associations,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,INS1_AddPerson,INS1,INS1,Person,G3,True,primary,primary,,"Association path has high sharedness, high volatility, deep traversal, or residual traversal.",association,reference_or_summary_candidate,Root document with references or denormalized summaries,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,INS2_AddLikeToPost,INS2,INS2,Person,G4,True,primary,primary,,Associative-family baseline using explicit relationship documents.,associative,baseline,Associative relationship as explicit document,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,INS2_AddLikeToPost,INS2,INS2,Person,G6,True,primary,primary,,Associative relation is volatile/shared and should be represented with references or reverse indexes.,associative,referenced_or_reverse_associative,Referenced or reverse-indexed associative pattern,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,INS3_AddLikeToComment,INS3,INS3,Person,G4,True,primary,primary,,Associative-family baseline using explicit relationship documents.,associative,baseline,Associative relationship as explicit document,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,INS3_AddLikeToComment,INS3,INS3,Person,G6,True,primary,primary,,Associative relation is volatile/shared and should be represented with references or reverse indexes.,associative,referenced_or_reverse_associative,Referenced or reverse-indexed associative pattern,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,INS4_AddForum,INS4,INS4,Forum,G0,True,primary,primary,,Association-family baseline root document.,association,baseline,Root document with referenced associations,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,INS4_AddForum,INS4,INS4,Forum,G3,True,primary,primary,,"Association path has high sharedness, high volatility, deep traversal, or residual traversal.",association,reference_or_summary_candidate,Root document with references or denormalized summaries,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,INS5_AddForumMembership,INS5,INS5,Forum,G4,True,primary,primary,,Associative-family baseline using explicit relationship documents.,associative,baseline,Associative relationship as explicit document,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,INS5_AddForumMembership,INS5,INS5,Forum,G6,True,primary,primary,,Associative relation is volatile/shared and should be represented with references or reverse indexes.,associative,referenced_or_reverse_associative,Referenced or reverse-indexed associative pattern,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,INS6_AddPost,INS6,INS6,Post,G0,True,primary,primary,,Association-family baseline root document.,association,baseline,Root document with referenced associations,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,INS6_AddPost,INS6,INS6,Post,G3,True,primary,primary,,"Association path has high sharedness, high volatility, deep traversal, or residual traversal.",association,reference_or_summary_candidate,Root document with references or denormalized summaries,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,INS6_AddPost,INS6,INS6,Post,G7,True,secondary,secondary,,Containment-family baseline.,containment,baseline,Containment baseline,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,INS6_AddPost,INS6,INS6,Post,G9,True,secondary,secondary,,"Containment path has high sharedness, high volatility, or high residual traversal.",containment,hybrid_containment_candidate,Hybrid containment with references or summaries,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,INS7_AddComment,INS7,INS7,Comment,G0,True,primary,primary,,Association-family baseline root document.,association,baseline,Root document with referenced associations,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,INS7_AddComment,INS7,INS7,Comment,G3,True,primary,primary,,"Association path has high sharedness, high volatility, deep traversal, or residual traversal.",association,reference_or_summary_candidate,Root document with references or denormalized summaries,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,INS7_AddComment,INS7,INS7,Comment,G7,True,secondary,secondary,,Containment-family baseline.,containment,baseline,Containment baseline,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,INS7_AddComment,INS7,INS7,Comment,G9,True,secondary,secondary,,"Containment path has high sharedness, high volatility, or high residual traversal.",containment,hybrid_containment_candidate,Hybrid containment with references or summaries,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,INS8_AddFriendship,INS8,INS8,Person,G0,True,primary,primary,,Association-family baseline root document.,association,baseline,Root document with referenced associations,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,INS8_AddFriendship,INS8,INS8,Person,G3,True,primary,primary,,"Association path has high sharedness, high volatility, deep traversal, or residual traversal.",association,reference_or_summary_candidate,Root document with references or denormalized summaries,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IS1_ProfileOfPerson,IS1,IS1,Person,G0,True,primary,primary,,Association-family baseline root document.,association,baseline,Root document with referenced associations,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IS1_ProfileOfPerson,IS1,IS1,Person,G3,True,primary,primary,,"Association path has high sharedness, high volatility, deep traversal, or residual traversal.",association,reference_or_summary_candidate,Root document with references or denormalized summaries,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IS2_RecentMessagesOfPerson,IS2,IS2,Person,G0,True,secondary,secondary,,Association-family baseline root document.,association,baseline,Root document with referenced associations,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IS2_RecentMessagesOfPerson,IS2,IS2,Person,G3,True,secondary,secondary,,"Association path has high sharedness, high volatility, deep traversal, or residual traversal.",association,reference_or_summary_candidate,Root document with references or denormalized summaries,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IS2_RecentMessagesOfPerson,IS2,IS2,Person,G4,True,secondary,secondary,,Associative-family baseline using explicit relationship documents.,associative,baseline,Associative relationship as explicit document,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IS2_RecentMessagesOfPerson,IS2,IS2,Person,G6,True,secondary,secondary,,Associative relation is volatile/shared and should be represented with references or reverse indexes.,associative,referenced_or_reverse_associative,Referenced or reverse-indexed associative pattern,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IS2_RecentMessagesOfPerson,IS2,IS2,Person,G7,True,secondary,secondary,,Containment-family baseline.,containment,baseline,Containment baseline,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IS2_RecentMessagesOfPerson,IS2,IS2,Person,G9,True,secondary,secondary,,"Containment path has high sharedness, high volatility, or high residual traversal.",containment,hybrid_containment_candidate,Hybrid containment with references or summaries,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IS3_FriendsOfPerson,IS3,IS3,Person,G0,True,primary,primary,,Association-family baseline root document.,association,baseline,Root document with referenced associations,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IS3_FriendsOfPerson,IS3,IS3,Person,G3,True,primary,primary,,"Association path has high sharedness, high volatility, deep traversal, or residual traversal.",association,reference_or_summary_candidate,Root document with references or denormalized summaries,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IS4_ContentOfMessage,IS4,IS4,Post,G0,True,control,control,,Control baseline for root document comparison.,association,baseline,Root document with referenced associations,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IS4_ContentOfMessage,IS4,IS4,Post,G1,True,primary,primary,,Lookup query with no explicit relationship traversal.,lookup,baseline,Single-entity lookup document,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IS5_CreatorOfMessage,IS5,IS5,Post,G0,True,primary,primary,,Association-family baseline root document.,association,baseline,Root document with referenced associations,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IS5_CreatorOfMessage,IS5,IS5,Post,G3,True,primary,primary,,"Association path has high sharedness, high volatility, deep traversal, or residual traversal.",association,reference_or_summary_candidate,Root document with references or denormalized summaries,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IS6_ForumOfMessage,IS6,IS6,Post,G0,True,secondary,secondary,,Association-family baseline root document.,association,baseline,Root document with referenced associations,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IS6_ForumOfMessage,IS6,IS6,Post,G3,True,secondary,secondary,,"Association path has high sharedness, high volatility, deep traversal, or residual traversal.",association,reference_or_summary_candidate,Root document with references or denormalized summaries,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IS6_ForumOfMessage,IS6,IS6,Post,G7,True,primary,primary,,Containment-family baseline.,containment,baseline,Containment baseline,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IS6_ForumOfMessage,IS6,IS6,Post,G9,True,primary,primary,,"Containment path has high sharedness, high volatility, or high residual traversal.",containment,hybrid_containment_candidate,Hybrid containment with references or summaries,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IS7_RepliesOfMessage,IS7,IS7,Post,G0,True,primary,primary,,Association-family baseline root document.,association,baseline,Root document with referenced associations,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IS7_RepliesOfMessage,IS7,IS7,Post,G3,True,primary,primary,,"Association path has high sharedness, high volatility, deep traversal, or residual traversal.",association,reference_or_summary_candidate,Root document with references or denormalized summaries,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IS7_RepliesOfMessage,IS7,IS7,Post,G7,True,secondary,secondary,,Containment-family baseline.,containment,baseline,Containment baseline,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
ldbc_snb,IS7_RepliesOfMessage,IS7,IS7,Post,G9,True,secondary,secondary,,"Containment path has high sharedness, high volatility, or high residual traversal.",containment,hybrid_containment_candidate,Hybrid containment with references or summaries,analysis/ldbc_snb/ablation_variables/query_class_activation_long_ldbc_snb.csv
